Company,TypeName,Inches,ScreenResolution,Cpu,Gpu,OpSys,TouchScreen,Ips,X_res,Y_res,ppi,Dedicated_Gpu,Ram_GB,Weight_kg,SSD,HHD,Storage_Type,Total_Storage_GB,Storage_Category,Price
MSI,MSI Prestige 16 AI+,16,2880 x 1800,Intel Core Ultra X7 358H,Intel Arc B390,Windows,0,0,2880,1800,212.26,1,64,1.59,1000,0,SSD Only,1000,Standard (512GB-1TB),2728.8
MSI,MSI Prestige 16 AI+,16,2880 x 1800,Intel Core Ultra 9 386H,Intel Graphics (4-Cores),Windows,0,0,2880,1800,212.26,0,64,1.59,1000,0,SSD Only,1000,Standard (512GB-1TB),2528.8
ASUS,ASUS Vivobook S16,16,1920 x 1200,AMD Ryzen AI 5 330,AMD Radeon 820M,Windows,0,0,1920,1200,141.51,1,24,1.7,4000,0,SSD Only,4000,Very High (> 2TB),2428.8
Toshiba,Dynabook X series,13.3,1920 x 1200,Intel Core i5-1350P,Intel Iris Xe Graphics G7 (80EU),Windows,1,1,1920,1200,170.24,0,16,0.93,512,0,SSD Only,512,Standard (512GB-1TB),1390.2
Lenovo,"Lenovo Legion 5a (15"", Gen 11, 15AGP11)",15.3,2560 x 1600,AMD Ryzen AI 9 465,NVIDIA GeForce RTX 5060 (Laptop),Windows,0,0,2560,1600,197.31,1,32,1.87,1000,0,SSD Only,1000,Standard (512GB-1TB),2067.8
Lenovo,Lenovo ThinkBook 16 Gen 8,16,1920 x 1200,Intel Core Ultra 9 185H,Intel Arc (8-Cores),Windows,1,1,1920,1200,141.51,1,16,1.7,512,0,SSD Only,512,Standard (512GB-1TB),1571.2
HP,HP 240 G9,14,Full HD (1080p),Intel Core i5-1335U,Intel Iris Xe Graphics G7 (80EU),Windows,1,1,1920,1080,157.35,0,8,1.48,1000,0,SSD Only,1000,Standard (512GB-1TB),1348.8
HP,HP 245 G9,14,Full HD (1080p),AMD Ryzen 3 5425U,"AMD Radeon RX Vega 6 (R4000/5000, 15W)",Windows,1,1,1920,1080,157.35,1,8,1.48,1000,0,SSD Only,1000,Standard (512GB-1TB),1548.8
HP,HP 240 G9,14,Full HD (1080p),Intel Pentium Silver N6000,Intel UHD Graphics (Jasper Lake 32 EU),Windows,1,1,1920,1080,157.35,0,8,1.48,1000,0,SSD Only,1000,Standard (512GB-1TB),1348.8
HP,HP 240 G9,14,Full HD (1080p),Intel Celeron N5100,Intel UHD Graphics (Jasper Lake 24 EU),Windows,1,1,1920,1080,157.35,0,8,1.48,1000,0,SSD Only,1000,Standard (512GB-1TB),1348.8
HP,"HP Fortis 11 G9 Q Chromebook (11.6"")",11.6,"HD (720p, 768p, 900p)",Qualcomm Snapdragon 7c,Qualcomm Adreno 618,Chrome OS,1,1,1280,720,126.6,1,8,1.28,0,64,HDD Only,64,Minimal (< 256GB),1128
HP,"HP EliteBook X Flip G2i (14"")",14,2880 x 1800,Intel Core Ultra X7 358H,Intel Arc B390,Windows,1,0,2880,1800,242.59,1,32,1.29,1000,0,SSD Only,1000,Standard (512GB-1TB),2028.8
HP,"HP EliteBook X G2i (14"")",14,1920 x 1200,Intel Core Ultra X7 358H,Intel Arc B390,Windows,1,1,1920,1200,161.73,1,32,0.99,1000,0,SSD Only,1000,Standard (512GB-1TB),2028.8
HP,HP 15,15.6,"HD (720p, 768p, 900p)",Intel Core i5-13420H,Intel UHD Graphics Xe G4 (48EU),Windows,0,0,1280,720,94.14,0,4,1.6,0,128,HDD Only,128,Minimal (< 256GB),1068
Lenovo,Lenovo Chromebook Plus 2-in-1,14,1920 x 1200,Intel Core 3 N355,"Intel UHD Graphics (Alder Lake, 32EU)",Chrome OS,1,1,1920,1200,161.73,0,8,1.49,0,128,HDD Only,128,Minimal (< 256GB),1200
Lenovo,"Lenovo LOQ Essential (15ARP11, Gen 11)",15.6,Full HD (1080p),AMD Ryzen 7 170,NVIDIA GeForce RTX 5060 (Laptop),Windows,1,1,1920,1080,141.21,1,16,2.3,512,0,SSD Only,512,Standard (512GB-1TB),1559.2
Lenovo,"Lenovo LOQ Essential (15ARP11, Gen 11)",15.6,Full HD (1080p),AMD Ryzen 5 150,NVIDIA GeForce RTX 5050 (Laptop),Windows,1,1,1920,1080,141.21,1,16,2.3,512,0,SSD Only,512,Standard (512GB-1TB),1559.2
Samsung,Samsung Galaxy Book6 (16″),16,1920 x 1200,Intel Core Ultra 7 355,Intel Graphics (4-Cores),Windows,1,1,1920,1200,141.51,0,16,1.74,1000,0,SSD Only,1000,Standard (512GB-1TB),1468.8
Samsung,"Samsung Galaxy Book6 (14"")",14,1920 x 1200,Intel Core Ultra 7 355,Intel Graphics (4-Cores),Windows,1,1,1920,1200,161.73,0,16,1.42,1000,0,SSD Only,1000,Standard (512GB-1TB),1508.8
Samsung,"Samsung Galaxy Book6 (14"")",14,1920 x 1200,Intel Core Ultra 5 325,Intel Graphics (4-Cores),Windows,1,1,1920,1200,161.73,0,16,1.42,1000,0,SSD Only,1000,Standard (512GB-1TB),1508.8
Samsung,"Samsung Galaxy Book5 Edge (15.6"")",15.6,Full HD (1080p),Qualcomm Snapdragon X (X1-26-100),Qualcomm SD X Adreno X1-45 1.7 TFLOPS,Windows,1,1,1920,1080,141.21,1,16,1.66,512,0,SSD Only,512,Standard (512GB-1TB),1459.2
ASUS,ASUS Vivobook S16,16,1920 x 1200,AMD Ryzen AI 7 445,AMD Radeon 840M,Windows,0,0,1920,1200,141.51,1,24,1.7,4000,0,SSD Only,4000,Very High (> 2TB),2428.8
ASUS,ASUS Zenbook S 14,14,2880 x 1800,Intel Core Ultra 9 386H,Intel Graphics (4-Cores),Windows,0,0,2880,1800,242.59,0,16,1.2,1000,0,SSD Only,1000,Standard (512GB-1TB),1508.8
ASUS,ASUS Vivobook Go 15 OLED,15.6,Full HD (1080p),AMD Ryzen 3 30,AMD Radeon 610M,Windows,1,1,1920,1080,141.21,1,8,1.63,256,0,SSD Only,256,Basic (256-512GB),1348
ASUS,ASUS Vivobook 14,14,1920 x 1200,Intel Core Ultra 5 325,Intel Graphics (4-Cores),Windows,1,1,1920,1200,161.73,0,16,1.46,512,0,SSD Only,512,Standard (512GB-1TB),1411.2
Acer,Acer TravelLite (TL04-51M),15.6,Full HD (1080p),Intel Core i5-1334U,Intel Iris Xe Graphics G7 (80EU),Windows,1,1,1920,1080,141.21,0,32,1.34,1000,0,SSD Only,1000,Standard (512GB-1TB),1776.8
Acer,Acer Swift Neo 14 (SFN14-54H),14,1920 x 1200,Intel Core Ultra 7 155U,Intel Graphics (4-Cores),Windows,0,0,1920,1200,161.73,0,32,1.3,1000,0,SSD Only,1000,Standard (512GB-1TB),1828.8
Dell,Dell Wyse 5470,14,Full HD (1080p),Intel Celeron N4100,Intel UHD Graphics 600,Windows,0,0,1920,1080,157.35,0,8,1.79,0,128,HDD Only,128,Minimal (< 256GB),1200
Dell,Dell Wyse 5470,14,Full HD (1080p),Intel Celeron N4000,Intel UHD Graphics 600,Windows,0,0,1920,1080,157.35,0,8,1.79,0,128,HDD Only,128,Minimal (< 256GB),1200
Lenovo,"Lenovo Yoga Pro 7i Aura Edition (15"", Gen 11)",15.3,2560 x 1600,Intel Core Ultra 9 386H,NVIDIA GeForce RTX 5060 (Laptop),Windows,0,0,2560,1600,197.31,1,64,1.59,3000,0,SSD Only,3000,Very High (> 2TB),3107.8
Lenovo,"Lenovo Yoga Slim 7i Aura Edition (14″, Gen 11)",14,1920 x 1200,Intel Core Ultra 7 355,Intel Graphics (4-Cores),Windows,0,0,1920,1200,161.73,0,32,1.14,2000,0,SSD Only,2000,High (1-2TB),2028.8
Lenovo,"Lenovo Yoga Slim 7i Aura Edition (14″, Gen 11)",14,1920 x 1200,Intel Core Ultra 5 322,Intel Graphics (4-Cores),Windows,0,0,1920,1200,161.73,0,32,1.14,2000,0,SSD Only,2000,High (1-2TB),2028.8
Lenovo,"Lenovo Legion 7a (16"", Gen 11)",16,2560 x 1600,AMD Ryzen AI 9 HX 470,NVIDIA GeForce RTX 5060 (Laptop),Windows,0,0,2560,1600,188.68,1,64,1.8,2000,0,SSD Only,2000,High (1-2TB),2928.8
Lenovo,"Lenovo IdeaPad Pro 5i (14"", Gen 11)",14,2880 x 1800,Intel Core Ultra X7 358H,Intel Arc B390,Windows,0,0,2880,1800,242.59,1,32,1.43,1000,0,SSD Only,1000,Standard (512GB-1TB),2028.8
Lenovo,Lenovo V15 Gen 6 (Intel),15.6,Full HD (1080p),Intel Processor N150,Intel UHD Graphics Xe (24EU),Windows,0,0,1920,1080,141.21,0,16,1.51,512,0,SSD Only,512,Standard (512GB-1TB),1359.2
Lenovo,"Lenovo Yoga Slim 7i Ultra Aura Edition (14"", Gen 11)",14,2880 x 1800,Intel Core Ultra X9 388H,Intel Arc B390,Windows,0,0,2880,1800,242.59,1,64,0.97,2000,0,SSD Only,2000,High (1-2TB),2868.8
Lenovo,"Lenovo Yoga Slim 7i Ultra Aura Edition (14"", Gen 11)",14,2880 x 1800,Intel Core Ultra X7 358H,Intel Arc B390,Windows,0,0,2880,1800,242.59,1,64,0.97,2000,0,SSD Only,2000,High (1-2TB),2868.8
Lenovo,"Lenovo Chromebook m (14"", Gen 11)",14,1920 x 1200,MediaTek Kompanio 540,ARM Mali-G57 MP2 (MC2),Chrome OS,1,1,1920,1200,161.73,1,8,1.36,0,128,HDD Only,128,Minimal (< 256GB),1300
Lenovo,"Lenovo Yoga 7i 2-in-1 Aura Edition (16"", Gen 11)",16,1920 x 1200,Intel Core Ultra 5 325,Intel Graphics (4-Cores),Windows,1,1,1920,1200,141.51,0,32,1.74,2000,0,SSD Only,2000,High (1-2TB),1988.8
Lenovo,"Lenovo Yoga 7i 2-in-1 Aura Edition (14"", Gen 11)",14,1920 x 1200,Intel Core Ultra 5 325,Intel Graphics (4-Cores),Windows,1,0,1920,1200,161.73,0,32,1.38,2000,0,SSD Only,2000,High (1-2TB),2028.8
Lenovo,Lenovo IdeaPad Slim 5i,14,1920 x 1200,Intel Core Ultra 5 325,Intel Graphics (4-Cores),Windows,1,1,1920,1200,161.73,0,32,1.34,2000,0,SSD Only,2000,High (1-2TB),2028.8
Lenovo,Lenovo IdeaPad Slim 5i,14,1920 x 1200,Intel Core Ultra 5 322,Intel Graphics (4-Cores),Windows,1,1,1920,1200,161.73,0,32,1.34,2000,0,SSD Only,2000,High (1-2TB),2028.8
Lenovo,Lenovo IdeaPad Slim 5a,14,1920 x 1200,AMD Ryzen 7 260,AMD Radeon 780M,Windows,1,1,1920,1200,161.73,1,32,1.34,2000,0,SSD Only,2000,High (1-2TB),2228.8
Lenovo,Lenovo IdeaPad Slim 5x,15.3,1920 x 1200,Qualcomm Snapdragon X2 Plus X2P-42-100,Qualcomm SD X Adreno X2-45 (Up to 0.91 GHz),Windows,1,1,1920,1200,147.98,1,32,1.41,1000,0,SSD Only,1000,Standard (512GB-1TB),1867.8
Lenovo,Lenovo IdeaPad Slim 5i,16,1920 x 1200,Intel Core Ultra 5 325,Intel Graphics (4-Cores),Windows,1,1,1920,1200,141.51,0,32,1.65,2000,0,SSD Only,2000,High (1-2TB),1988.8
Lenovo,Lenovo IdeaPad Slim 5i,16,1920 x 1200,Intel Core Ultra 5 322,Intel Graphics (4-Cores),Windows,1,1,1920,1200,141.51,0,32,1.65,2000,0,SSD Only,2000,High (1-2TB),1988.8
Lenovo,Lenovo IdeaPad Slim 5a,16,1920 x 1200,AMD Ryzen 7 260,AMD Radeon 780M,Windows,1,1,1920,1200,141.51,1,32,1.65,2000,0,SSD Only,2000,High (1-2TB),2188.8
Lenovo,Lenovo IdeaPad Slim 5a,16,1920 x 1200,AMD Ryzen 5 240,AMD Radeon 760M,Windows,1,1,1920,1200,141.51,1,32,1.65,2000,0,SSD Only,2000,High (1-2TB),2188.8
Lenovo,Lenovo V14 Gen 6,14,Full HD (1080p),AMD Ryzen 7 170,AMD Radeon 680M,Windows,0,0,1920,1080,157.35,1,32,1.37,1000,0,SSD Only,1000,Standard (512GB-1TB),2028.8
Lenovo,Lenovo V14 Gen 6,14,Full HD (1080p),AMD Ryzen 5 150,AMD Radeon 660M,Windows,0,0,1920,1080,157.35,1,32,1.37,1000,0,SSD Only,1000,Standard (512GB-1TB),2028.8
Lenovo,Lenovo V14 Gen 6,14,Full HD (1080p),AMD Ryzen 3 110,AMD Radeon 660M,Windows,0,0,1920,1080,157.35,1,32,1.37,1000,0,SSD Only,1000,Standard (512GB-1TB),2028.8
MSI,MSI Modern A14 AI+ (F3HMx),14,Full HD (1080p),AMD Ryzen AI 5 330,AMD Radeon 820M,Windows,1,1,1920,1080,157.35,1,32,1.4,1000,0,SSD Only,1000,Standard (512GB-1TB),2028.8
ASUS,ASUS ROG Zephyrus G16 GU606,16,2560 x 1600,Intel Core Ultra 9 386H,NVIDIA GeForce RTX 5090 (Laptop),Windows,0,0,2560,1600,188.68,1,32,1.85,2000,0,SSD Only,2000,High (1-2TB),2288.8
ASUS,ASUS ROG Strix G16,16,2560 x 1600,AMD Ryzen 9 9955HX,NVIDIA GeForce RTX 5080 (Laptop),Windows,1,1,2560,1600,188.68,1,16,2.5,1000,0,SSD Only,1000,Standard (512GB-1TB),1768.8
ASUS,ASUS Zenbook 14,14,1920 x 1200,AMD Ryzen AI 7 445,AMD Radeon 840M,Windows,0,0,1920,1200,161.73,1,16,1.2,1000,0,SSD Only,1000,Standard (512GB-1TB),1708.8
Lenovo,Lenovo ThinkPad E16 Gen 3,16,1920 x 1200,Intel Core Ultra 5 226V,Intel Arc Graphics 130V,Windows,1,1,1920,1200,141.51,1,16,1.63,512,0,SSD Only,512,Standard (512GB-1TB),1571.2
Lenovo,Lenovo ThinkPad E16 Gen 3,16,1920 x 1200,Intel Core Ultra 7 256V,Intel Arc Graphics 140V,Windows,1,1,1920,1200,141.51,1,16,1.63,512,0,SSD Only,512,Standard (512GB-1TB),1571.2
Lenovo,"Lenovo Yoga 9i 2-in-1 Aura Edition (14″, Gen 11)",14,2880 x 1800,Intel Core Ultra 7 355,Intel Graphics (4-Cores),Windows,1,0,2880,1800,242.59,0,32,1.29,2000,0,SSD Only,2000,High (1-2TB),2028.8
ASUS,ASUS Zenbook S 16,16,2880 x 1800,AMD Ryzen AI 9 465,AMD Radeon 880M,Windows,0,0,2880,1800,212.26,1,24,1.5,1000,0,SSD Only,1000,Standard (512GB-1TB),1928.8
ASUS,ASUS ExpertBook P1,14,Full HD (1080p),Intel Core 5 210H,Intel UHD Graphics Xe G4 (48EU),Windows,1,1,1920,1080,157.35,0,16,1.4,512,0,SSD Only,512,Standard (512GB-1TB),1411.2
Lenovo,"Lenovo LOQ Essential (15IRX11, Gen 11)",15.6,Full HD (1080p),Intel Core i5-13450HX,NVIDIA GeForce RTX 5050 (Laptop),Windows,1,1,1920,1080,141.21,1,16,2.3,512,0,SSD Only,512,Standard (512GB-1TB),1559.2
ASUS,ASUS ExpertBook B1/BM1,14,Full HD (1080p),Intel Core 7 240H,"Intel UHD Graphics (Alder Lake, 64EU)",Windows,1,1,1920,1080,157.35,0,16,1.32,512,0,SSD Only,512,Standard (512GB-1TB),1411.2
MSI,MSI Modern 15 H AI,15.6,Full HD (1080p),Intel Core Ultra 9 285H,Intel Arc 140T,Windows,1,1,1920,1080,141.21,1,32,1.7,1000,0,SSD Only,1000,Standard (512GB-1TB),1976.8
Apple,Apple MacBook Pro 16 (M5),16.2,3456 x 2234,"Apple M5 Max (18-core CPU, 40c GPU)",Apple M5 Max (40-core GPU),macOS,1,1,3456,2234,254.02,1,36,2.14,4000,0,SSD Only,4000,Very High (> 2TB),2674.8
Lenovo,Lenovo ThinkPad T16 Gen 4,16,1920 x 1200,Intel Core Ultra 7 268V,Intel Arc Graphics 140V,Windows,1,1,1920,1200,141.51,1,64,1.76,2000,0,SSD Only,2000,High (1-2TB),2828.8
Lenovo,Lenovo ThinkPad T16 Gen 4,16,1920 x 1200,Intel Core Ultra 5 238V,Intel Arc Graphics 130V,Windows,1,1,1920,1200,141.51,1,64,1.76,2000,0,SSD Only,2000,High (1-2TB),2828.8
Lenovo,Lenovo ThinkPad T16 Gen 4,16,1920 x 1200,Intel Core Ultra 5 236V,Intel Arc Graphics 130V,Windows,1,1,1920,1200,141.51,1,64,1.76,2000,0,SSD Only,2000,High (1-2TB),2828.8
Lenovo,Lenovo ThinkPad T16 Gen 4,16,1920 x 1200,Intel Core Ultra 5 228V,Intel Arc Graphics 130V,Windows,1,1,1920,1200,141.51,1,64,1.76,2000,0,SSD Only,2000,High (1-2TB),2828.8
HP,HP HyperX OMEN 15,15.3,2560 x 1600,AMD Ryzen 9 8940HX,NVIDIA GeForce RTX 5070 (Laptop),Windows,1,1,2560,1600,197.31,1,32,2.42,1000,0,SSD Only,1000,Standard (512GB-1TB),2067.8
HP,HP HyperX OMEN 15,15.3,2560 x 1600,AMD Ryzen 7 8745HX,NVIDIA GeForce RTX 5060 (Laptop),Windows,1,1,2560,1600,197.31,1,32,2.42,1000,0,SSD Only,1000,Standard (512GB-1TB),2067.8
HP,HP HyperX OMEN 15,15.3,2560 x 1600,Intel Core i7-14650HX,NVIDIA GeForce RTX 5060 (Laptop),Windows,1,1,2560,1600,197.31,1,32,2.42,1000,0,SSD Only,1000,Standard (512GB-1TB),2067.8
HP,HP ProBook 4 G1i,14,1920 x 1200,Intel Core Ultra 7 255H,Intel Arc 140T,Windows,1,1,1920,1200,161.73,1,16,1.4,512,0,SSD Only,512,Standard (512GB-1TB),1611.2
ASUS,ASUS Vivobook Go 14,14,Full HD (1080p),AMD Ryzen 3 30,AMD Radeon 610M,Windows,0,0,1920,1080,157.35,1,4,1.38,0,64,HDD Only,64,Minimal (< 256GB),1320
Gigabyte,GIGABYTE GAMING A16 GA63H,16,1920 x 1200,AMD Ryzen 7 260,NVIDIA GeForce RTX 5070 (Laptop),Windows,1,1,1920,1200,141.51,1,16,2.2,1000,0,SSD Only,1000,Standard (512GB-1TB),1668.8
Lenovo,Lenovo IdeaPad Slim 3 15,15.6,Full HD (1080p),AMD Ryzen 3 30,AMD Radeon 610M,Windows,1,1,1920,1080,141.21,1,16,1.37,1000,0,SSD Only,1000,Standard (512GB-1TB),1656.8
Dell,Dell Pro Max 16 (MC16255),16,1920 x 1200,AMD Ryzen AI 5 PRO 340,AMD Radeon 840M,Windows,1,1,1920,1200,141.51,1,64,2.08,2000,0,SSD Only,2000,High (1-2TB),2828.8
Dell,Dell Pro Max 16 (MC16255),16,1920 x 1200,AMD Ryzen AI 9 HX PRO 370,NVIDIA RTX PRO 1000 Blackwell,Windows,1,1,1920,1200,141.51,1,64,2.08,2000,0,SSD Only,2000,High (1-2TB),2828.8
MSI,MSI Venture A16 AI+,16,2048 x 1280,AMD Ryzen AI 5 340,AMD Radeon 840M,Windows,0,0,2048,1280,150.94,1,16,1.9,512,0,SSD Only,512,Standard (512GB-1TB),1671.2
MSI,MSI Stealth A16 AI+,16,2560 x 1600,AMD Ryzen AI 9 HX 370,NVIDIA GeForce RTX 5060 (Laptop),Windows,0,0,2560,1600,188.68,1,32,2.1,2000,0,SSD Only,2000,High (1-2TB),2288.8
Apple,Apple MacBook Pro 16 (M5),16.2,3456 x 2234,"Apple M5 Max (18-core CPU, 32c GPU)",Apple M5 Max (32-core GPU),macOS,1,1,3456,2234,254.02,1,128,2.14,8000,0,SSD Only,8000,Very High (> 2TB),5314.8
Apple,Apple MacBook Pro 16 (M5),16.2,3456 x 2234,"Apple M5 Max (18-core CPU, 32c GPU)",Apple M5 Max (32-core GPU),macOS,1,1,3456,2234,254.02,1,36,2.14,4000,0,SSD Only,4000,Very High (> 2TB),2674.8
Apple,Apple MacBook Pro 16 (M5),16.2,3456 x 2234,Apple M5 Pro (18-core CPU),Apple M5 Pro (20-core GPU),macOS,1,1,3456,2234,254.02,1,64,2.14,4000,0,SSD Only,4000,Very High (> 2TB),3234.8
Apple,Apple MacBook Air 13 (2026),13.6,2560 x 1664,Apple M5 (10-core CPU),Apple M5 (8-core GPU),macOS,1,1,2560,1664,224.51,1,32,1.23,4000,0,SSD Only,4000,Very High (> 2TB),2516.8
MSI,MSI Crosshair 17 HX AI (D2XWx),17,2560 x 1600,Intel Core Ultra 9 275HX,NVIDIA GeForce RTX 5070 (Laptop),Windows,1,1,2560,1600,177.58,1,96,2.8,1000,0,SSD Only,1000,Standard (512GB-1TB),3398.8
MSI,MSI Crosshair 17 HX AI (D2XWx),17,2560 x 1600,Intel Core Ultra 7 255HX,NVIDIA GeForce RTX 5060 (Laptop),Windows,1,1,2560,1600,177.58,1,96,2.8,1000,0,SSD Only,1000,Standard (512GB-1TB),3398.8
Acer,Acer Aspire Lite 15 (AL15-72P),15.6,Full HD (1080p),Intel Core i5-13420H,Intel UHD Graphics Xe G4 (48EU),Windows,1,1,1920,1080,141.21,0,16,1.79,512,0,SSD Only,512,Standard (512GB-1TB),1359.2
ASUS,ASUS ExpertBook P1,15.6,Full HD (1080p),AMD Ryzen 5 7535HS,AMD Radeon 660M,Windows,1,1,1920,1080,141.21,1,16,1.6,512,0,SSD Only,512,Standard (512GB-1TB),1559.2
HP,HP OmniBook 7,16,2048 x 1280,Intel Core Ultra 5 225H,Intel Arc 130T,Windows,0,0,2048,1280,150.94,1,32,1.92,1000,0,SSD Only,1000,Standard (512GB-1TB),2088.8
Lenovo,"Lenovo LOQ 15 (Gen 10, 15AHP10)",15.6,Full HD (1080p),AMD Ryzen 7 250,NVIDIA GeForce RTX 5060 (Laptop),Windows,1,1,1920,1080,141.21,1,32,2.4,512,0,SSD Only,512,Standard (512GB-1TB),1879.2
Lenovo,Lenovo ThinkBook 14 Gen 9 (Intel Raptor Lake),14,1920 x 1200,Intel Core 3 100U,"Intel UHD Graphics (Alder Lake, 64EU)",Windows,1,1,1920,1200,161.73,0,64,1.36,1000,0,SSD Only,1000,Standard (512GB-1TB),2468.8
Acer,Acer Nitro V 15 AI,15.6,Full HD (1080p),AMD Ryzen 7 7445HS,NVIDIA GeForce RTX 3050 (Laptop),Windows,1,1,1920,1080,141.21,1,32,2.1,2000,0,SSD Only,2000,High (1-2TB),2176.8
Lenovo,Lenovo ThinkPad T16g Gen 3,16,3840 x 2400,Intel Core Ultra 7 265HX,NVIDIA GeForce RTX 5080 (Laptop),Windows,1,1,3840,2400,283.02,1,192,2.54,12000,0,SSD Only,12000,Very High (> 2TB),7488.8
Lenovo,Lenovo ThinkPad T16g Gen 3,16,3840 x 2400,Intel Core Ultra 7 255HX,NVIDIA GeForce RTX 5080 (Laptop),Windows,1,1,3840,2400,283.02,1,192,2.54,12000,0,SSD Only,12000,Very High (> 2TB),7488.8
Lenovo,Lenovo ThinkPad T16g Gen 3,16,3840 x 2400,Intel Core Ultra 5 245HX,NVIDIA GeForce RTX 5080 (Laptop),Windows,1,1,3840,2400,283.02,1,192,2.54,12000,0,SSD Only,12000,Very High (> 2TB),7488.8
Lenovo,Lenovo ThinkBook 16 Gen 8,16,1920 x 1200,Intel Core i5-13420H,Intel UHD Graphics Xe G4 (48EU),Windows,1,1,1920,1200,141.51,0,16,1.7,512,0,SSD Only,512,Standard (512GB-1TB),1371.2
ASUS,ASUS TUF Gaming F16 FX608,16,1920 x 1200,Intel Core i5-14450HX,NVIDIA GeForce RTX 5060 (Laptop),Windows,1,1,1920,1200,141.51,1,16,2.2,1000,0,SSD Only,1000,Standard (512GB-1TB),1668.8
Lenovo,Lenovo ThinkBook 16 Gen 9 (AMD Hawk Point),16,2560 x 1600,AMD Ryzen 7 250,AMD Radeon 780M,Windows,1,1,2560,1600,188.68,1,64,1.7,1000,0,SSD Only,1000,Standard (512GB-1TB),2728.8
Lenovo,Lenovo ThinkBook 16 Gen 9,14,1920 x 1200,Intel Core 7 240H,"Intel UHD Graphics (Alder Lake, 64EU)",Windows,1,1,1920,1200,161.73,0,64,1.7,1000,0,SSD Only,1000,Standard (512GB-1TB),2468.8
Lenovo,Lenovo ThinkBook 16 Gen 9,14,1920 x 1200,Intel Core 3 100U,"Intel UHD Graphics (Alder Lake, 64EU)",Windows,1,1,1920,1200,161.73,0,64,1.7,1000,0,SSD Only,1000,Standard (512GB-1TB),2468.8
Acer,Acer Nitro V 16S AI (ANV16S-61),16,2560 x 1600,AMD Ryzen AI 7 350,NVIDIA GeForce RTX 5060 (Laptop),Windows,1,1,2560,1600,188.68,1,32,2.1,2000,0,SSD Only,2000,High (1-2TB),2288.8
Acer,Acer Nitro V 16S AI (ANV16S-61),16,2560 x 1600,AMD Ryzen AI 5 340,NVIDIA GeForce RTX 5050 (Laptop),Windows,1,1,2560,1600,188.68,1,32,2.1,2000,0,SSD Only,2000,High (1-2TB),2288.8
MSI,MSI Venture / VenturePro 17 AI,17.3,Full HD (1080p),Intel Core Ultra 5 125H,Intel Arc (7-Cores),Windows,1,1,1920,1080,127.34,1,16,2.4,512,0,SSD Only,512,Standard (512GB-1TB),1610.2
Acer,Acer Nitro 16 AI,16,2560 x 1600,AMD Ryzen AI 7 350,NVIDIA GeForce RTX 5070 (Laptop),Windows,1,1,2560,1600,188.68,1,32,2.41,1000,0,SSD Only,1000,Standard (512GB-1TB),2088.8
Acer,Acer Nitro V 16S AI,16,1920 x 1200,AMD Ryzen 7 260,NVIDIA GeForce RTX 5050 (Laptop),Windows,1,1,1920,1200,141.51,1,32,2.1,1000,0,SSD Only,1000,Standard (512GB-1TB),1988.8
HP,HP OMEN Transcend 14,14,2880 x 1800,Intel Core Ultra 7 255H,NVIDIA GeForce RTX 5050 (Laptop),Windows,0,0,2880,1800,242.59,1,32,1.63,1000,0,SSD Only,1000,Standard (512GB-1TB),2028.8
HP,HP EliteBook 6 G1a,14,1920 x 1200,AMD Ryzen 5 220,AMD Radeon 740M,Windows,1,1,1920,1200,161.73,1,32,1.75,512,0,SSD Only,512,Standard (512GB-1TB),1931.2
HP,HP 250 G10 / 255 G10,15.6,"HD (720p, 768p, 900p)",AMD Athlon Silver 7120U,AMD Radeon 610M,Windows,0,0,1280,720,94.14,1,8,1.52,0,128,HDD Only,128,Minimal (< 256GB),1348
HP,HP OmniBook 7,16,2048 x 1280,Intel Core 5 210H,Intel UHD Graphics Xe G4 (48EU),Windows,0,0,2048,1280,150.94,0,32,1.92,1000,0,SSD Only,1000,Standard (512GB-1TB),1888.8
Acer,Acer Aspire Lite 15,15.6,Full HD (1080p),Intel Core i3-1215U,"Intel UHD Graphics (Alder Lake, 64EU)",Windows,1,1,1920,1080,141.21,0,16,1.59,512,0,SSD Only,512,Standard (512GB-1TB),1359.2
Acer,Acer Aspire Lite 15,15.6,Full HD (1080p),AMD Ryzen 3 5300U,"AMD Radeon RX Vega 6 (R4000/5000, 15W)",Windows,1,1,1920,1080,141.21,1,64,1.7,2000,0,SSD Only,2000,High (1-2TB),2816.8
Lenovo,Lenovo IdeaPad Slim 5a,14,1920 x 1200,AMD Ryzen AI 7 450,AMD Radeon 860M,Windows,1,1,1920,1200,161.73,1,32,1.34,2000,0,SSD Only,2000,High (1-2TB),2228.8
Lenovo,Lenovo IdeaPad Slim 5a,14,1920 x 1200,AMD Ryzen AI 5 430,AMD Radeon 840M,Windows,1,1,1920,1200,161.73,1,32,1.34,2000,0,SSD Only,2000,High (1-2TB),2228.8
Lenovo,Lenovo Legion 5,15.3,2560 x 1600,Intel Core Ultra 9 386H,NVIDIA GeForce RTX 5060 (Laptop),Windows,0,0,2560,1600,197.31,1,32,1.87,2000,0,SSD Only,2000,High (1-2TB),2267.8
Lenovo,Lenovo Legion 5,15.3,2560 x 1600,Intel Core Ultra 7 356H,NVIDIA GeForce RTX 5060 (Laptop),Windows,0,0,2560,1600,197.31,1,32,1.87,2000,0,SSD Only,2000,High (1-2TB),2267.8
